y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,track z=4,track z=4,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,track z=4,track z=4,track z=4 [START],track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,track z=4,track z=4,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,track z=4,track z=4,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
12,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
13,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
14,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,track z=4,track z=4,track z=4,,,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
15,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,track z=4,track z=4,track z=4,,,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
16,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,track z=4,track z=4,track z=4,,,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
17,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
18,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
19,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
20,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,,,track z=4,track z=4,track z=4,,,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,
21,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,,,track z=4,track z=4,track z=4,,,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,
22,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,,,track z=4,track z=4,track z=4,,,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,
23,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,,,track z=4,track z=4,track z=4,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,
24,,,,,,,track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,
25,,,,,,,track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,
26,,,,,,,track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,track z=4,track z=4,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,track z=4,track z=4,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,conveyor_W z=4,track z=4,track z=4,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,,,track z=4,track z=4,track z=4,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,,,track z=4,track z=4,track z=4,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=4,conveyor_S z=4,conveyor_S z=4,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,conveyor_E z=4,track z=4 [GOAL],track z=4,track z=4,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEVEL INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,conveyor_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Conveyor Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid Size,60x55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start,"(5, 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goal,"(51.5, 48.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Limit,60s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,